Start;Type;HandlingTime
15:06:47.311;INEM;1022.271
15:06:53.067;INEM;166.911
15:06:53.524;INEM;242.271
15:06:55.914;INEM;627.695
15:06:56.742;INEM;259.726
15:07:04.574;INEM;75.975
15:07:05.093;INEM;157.231
15:07:06.559;INEM;26.331
15:07:08.487;INEM;37.013
15:07:11.880;INEM;10.935
15:07:12.160;112;11.413
15:07:13.468;INEM;174.904
15:07:15.425;INEM;49.480
15:07:15.608;INEM;381.225
15:07:16.180;INEM;389.368
15:07:16.665;112;86.433
15:07:17.264;INEM;110.205
15:07:18.464;INEM;513.672
15:07:19.767;INEM;68.964
15:07:20.567;112;185.849
15:07:25.254;INEM;998.695
15:07:27.899;INEM;31.480
15:07:28.280;INEM;238.633
15:07:28.995;112;100.215
15:07:30.656;INEM;22.693
15:07:34.177;112;120.051
15:07:38.390;INEM;230.795
15:07:38.392;112;111.299
15:07:44.306;112;59.304
15:07:44.344;112;13.922
15:07:44.778;INEM;726.940
15:07:44.795;INEM;951.827
15:07:49.962;INEM;28.547
15:07:58.388;112;39.414
15:08:04.901;112;147.410
15:08:05.737;INEM;461.668
15:08:09.142;INEM;9.606
15:08:09.656;INEM;62.206
15:08:10.101;INEM;6.575
15:08:10.203;INEM;356.080
15:08:11.041;112;119.532
15:08:12.347;INEM;131.629
15:08:13.400;INEM;1.472
15:08:13.711;112;87.776
15:08:14.137;112;127.658
15:08:15.730;INEM;39.673
15:08:16.792;INEM;119.961
15:08:19.317;112;45.874
15:08:21.577;INEM;507.313
15:08:25.121;INEM;97.533
15:08:28.388;INEM;397.973
15:08:29.920;INEM;43.418
15:08:36.971;INEM;249.505
15:08:39.571;112;51.694
15:08:44.101;INEM;231.303
15:08:49.291;INEM;312.595
15:08:50.836;112;39.028
15:08:51.766;INEM;677.688
15:08:57.472;INEM;112.626
15:08:59.164;INEM;51.380
15:09:00.989;INEM;571.663
15:09:01.874;INEM;448.118
15:09:05.078;INEM;37.822
15:09:05.455;112;16.855
15:09:06.798;INEM;438.349
15:09:07.216;INEM;9.892
15:09:07.255;INEM;181.300
15:09:19.342;INEM;714.958
15:09:21.522;INEM;256.809
15:09:21.977;112;56.539
15:09:22.086;INEM;310.116
15:09:23.481;112;35.283
15:09:25.188;112;292.498
15:09:28.750;112;33.644
15:09:28.761;INEM;81.783
15:09:32.512;INEM;203.600
15:09:34.745;INEM;235.868
15:09:39.482;INEM;59.941
15:09:42.014;INEM;475.229
15:09:42.725;INEM;797.118
15:09:45.848;INEM;197.746
15:09:50.314;INEM;1226.358
15:09:50.940;INEM;136.463
15:09:54.377;INEM;161.110
15:09:54.740;112;63.121
15:09:55.626;112;140.109
15:09:56.289;INEM;365.135
15:10:06.318;112;92.458
15:10:11.142;INEM;135.088
15:10:14.545;INEM;108.802
15:10:15.015;INEM;18.653
15:10:15.249;INEM;260.331
15:10:16.161;112;53.884
15:10:19.065;INEM;295.910
15:10:22.774;112;53.280
15:10:23.475;INEM;519.912
15:10:26.806;INEM;310.308
15:10:27.236;INEM;467.691
15:10:27.476;INEM;120.141
15:10:28.344;INEM;174.113
15:10:28.826;INEM;374.814
15:10:30.388;INEM;313.747
15:10:32.690;INEM;295.753
15:10:39.344;INEM;285.313
15:10:46.594;112;82.019
15:10:51.016;112;25.008
15:10:55.845;INEM;148.092
15:10:57.407;112;164.072
15:10:57.925;INEM;227.550
15:11:04.460;112;69.938
15:11:06.979;INEM;681.832
15:11:10.838;INEM;134.727
15:11:11.247;INEM;170.887
15:11:13.306;INEM;70.565
15:11:16.217;INEM;764.279
15:11:16.836;INEM;680.077
15:11:18.525;INEM;326.667
15:11:21.057;112;21.835
15:11:24.145;INEM;59.023
15:11:25.738;INEM;97.639
15:11:29.813;INEM;31.183
15:11:32.019;INEM;195.371
15:11:34.442;INEM;106.766
15:11:35.171;INEM;42.758
15:11:38.846;INEM;158.569
15:11:41.541;INEM;224.589
15:11:42.964;INEM;64.658
15:11:46.497;INEM;126.812
15:11:49.341;INEM;222.901
15:11:49.737;112;49.533
15:11:50.536;112;104.010
15:11:55.479;112;126.619
15:12:01.760;112;22.810
15:12:02.273;INEM;159.624
15:12:04.477;INEM;153.724
15:12:05.635;INEM;207.547
15:12:06.622;112;145.784
15:12:12.142;INEM;742.386
15:12:13.148;INEM;53.193
15:12:13.851;INEM;5.518
15:12:15.413;INEM;116.165
15:12:16.823;INEM;46.160
15:12:19.540;INEM;188.962
15:12:27.422;INEM;64.457
15:12:31.609;INEM;236.229
15:12:32.456;112;102.032
15:12:44.697;INEM;162.805
15:12:48.168;INEM;66.933
15:12:50.997;112;67.002
15:12:52.491;INEM;144.436
15:12:53.526;INEM;619.015
15:12:54.186;112;73.243
15:12:58.614;INEM;33.604
15:12:59.258;112;76.004
15:13:00.330;INEM;309.916
15:13:02.459;INEM;86.401
15:13:04.747;INEM;200.452
15:13:08.930;INEM;325.730
15:13:09.088;INEM;80.649
15:13:15.627;INEM;760.196
15:13:25.065;INEM;573.381
15:13:27.725;INEM;171.036
15:13:28.232;INEM;832.375
15:13:31.666;INEM;58.370
15:13:34.953;INEM;519.054
15:13:35.002;112;55.259
15:13:37.425;INEM;498.048
15:13:44.594;INEM;817.194
15:13:46.344;INEM;234.605
15:13:47.154;INEM;58.744
15:13:54.508;112;59.583
15:14:02.935;INEM;482.755
15:14:09.070;112;162.354
15:14:12.670;INEM;109.375
15:14:16.064;INEM;291.553
15:14:16.828;112;28.003
15:14:26.728;INEM;84.428
15:14:27.534;INEM;267.330
15:14:29.316;INEM;318.335
15:14:31.501;112;19.496
15:14:36.072;INEM;197.170
15:14:37.921;INEM;509.747
15:14:40.777;112;26.568
15:14:40.811;INEM;248.317
15:14:41.328;INEM;42.183
15:14:41.870;INEM;7.191
15:14:42.484;INEM;52.362
15:14:45.198;INEM;138.570
15:14:52.150;INEM;217.996
15:14:52.204;112;301.263
15:14:54.387;INEM;129.085
15:14:58.471;INEM;314.340
15:14:58.563;112;73.913
15:14:58.580;INEM;801.591
15:15:00.277;INEM;137.390
15:15:00.426;INEM;73.574
15:15:00.620;INEM;206.151
15:15:01.670;INEM;186.106
15:15:07.963;INEM;507.685
15:15:09.071;INEM;379.937
15:15:09.981;112;16.750
15:15:11.060;INEM;264.023
15:15:19.099;INEM;186.056
15:15:22.443;INEM;18.612
15:15:24.112;INEM;80.488
15:15:24.229;INEM;248.009
15:15:24.685;INEM;665.861
15:15:25.956;INEM;531.389
15:15:27.763;INEM;291.326
15:15:34.733;112;43.716
15:15:36.615;INEM;268.678
15:15:37.045;INEM;117.097
15:15:42.142;112;47.272
15:15:44.018;112;312.488
15:15:47.862;INEM;13.484
15:15:48.125;INEM;463.414
15:15:50.072;INEM;6.454
15:15:52.217;INEM;506.258
15:15:55.343;INEM;219.484
15:15:56.568;INEM;35.721
15:15:57.378;112;1.716
15:16:04.194;INEM;577.765
15:16:04.613;INEM;113.662
15:16:07.728;INEM;159.221
15:16:12.196;INEM;397.487
15:16:18.344;112;3.538
15:16:20.427;112;23.323
15:16:24.500;112;205.752
15:16:25.778;INEM;45.363
15:16:34.843;INEM;26.219
15:16:38.260;INEM;31.075
15:16:41.701;INEM;7.340
15:16:45.003;INEM;148.967
15:16:45.015;INEM;349.183
15:16:47.573;INEM;31.849
15:16:54.551;112;294.893
15:16:55.962;INEM;523.215
15:16:57.272;INEM;2.648
15:17:05.846;INEM;444.543
15:17:06.274;INEM;3.368
15:17:06.509;112;121.175
15:17:07.101;INEM;161.547
15:17:09.976;INEM;149.172
15:17:10.026;112;6.772
15:17:12.203;INEM;58.368
15:17:15.098;INEM;239.308
15:17:18.212;112;224.841
15:17:18.872;INEM;230.197
15:17:21.623;INEM;13.036
15:17:21.817;INEM;311.534
15:17:22.070;INEM;402.501
15:17:25.953;112;40.173
15:17:27.615;INEM;224.630
15:17:28.214;112;275.684
15:17:32.169;INEM;8.749
15:17:33.821;112;116.100
15:17:35.396;INEM;207.144
15:17:40.074;INEM;56.033
15:17:40.220;INEM;253.391
15:17:41.469;INEM;104.716
15:17:43.871;112;104.516
15:17:44.980;112;111.078
15:17:47.806;INEM;369.957
15:17:48.864;INEM;166.179
15:17:49.385;INEM;226.315
15:17:51.547;INEM;220.737
15:17:53.774;INEM;177.552
15:17:56.999;INEM;75.385
15:17:57.952;INEM;202.545
15:17:57.971;INEM;510.190
15:17:58.680;112;21.577
15:18:00.909;INEM;175.800
15:18:02.290;INEM;210.880
15:18:02.683;INEM;11.666
15:18:07.690;INEM;561.362
15:18:09.653;INEM;168.313
15:18:10.522;INEM;198.329
15:18:12.035;112;9.693
15:18:13.960;INEM;130.420
15:18:14.415;INEM;303.548
15:18:14.680;112;78.394
15:18:17.854;112;134.505
15:18:20.877;112;448.443
15:18:20.922;INEM;110.342
15:18:21.662;INEM;91.947
15:18:24.685;112;141.172
15:18:25.578;INEM;98.555
15:18:28.025;112;115.854
15:18:28.902;112;237.561
15:18:29.657;INEM;9.081
15:18:30.345;INEM;201.640
15:18:30.828;112;98.451
15:18:36.994;112;168.148
15:18:37.413;112;182.320
15:18:42.252;112;178.544
15:18:42.297;112;307.131
15:18:43.313;INEM;249.052
15:18:44.063;INEM;1191.941
15:18:46.435;112;179.670
15:18:53.073;INEM;689.258
15:18:53.380;INEM;483.835
15:18:54.061;INEM;136.311
15:18:54.473;112;38.019
15:18:54.568;112;20.530
15:18:55.587;112;31.401
15:19:02.717;112;96.860
15:19:03.682;INEM;139.988
15:19:07.849;INEM;108.336
15:19:14.426;112;153.924
15:19:17.690;INEM;286.396
15:19:17.765;INEM;301.873
15:19:17.901;INEM;73.222
15:19:18.810;112;4.004
15:19:20.278;112;197.379
15:19:21.951;112;153.514
15:19:22.828;INEM;213.664
15:19:25.526;112;70.378
15:19:27.204;INEM;1412.977
15:19:27.973;INEM;238.745
15:19:28.043;INEM;925.956
15:19:28.988;INEM;158.624
15:19:30.365;INEM;164.394
15:19:30.645;INEM;0.045
15:19:30.925;INEM;108.156
15:19:35.709;112;43.162
15:19:39.990;INEM;491.552
15:19:40.956;INEM;178.558
15:19:42.815;INEM;1059.894
15:19:45.922;INEM;36.122
15:19:47.404;INEM;850.292
15:19:56.707;INEM;238.513
15:19:58.233;INEM;17.874
15:20:01.760;INEM;241.243
15:20:05.034;INEM;135.743
15:20:10.250;INEM;234.719
15:20:11.185;INEM;81.159
15:20:12.174;INEM;152.178
15:20:12.344;INEM;350.984
15:20:13.758;INEM;123.356
15:20:14.588;INEM;348.287
15:20:20.613;112;272.446
15:20:22.288;INEM;226.315
15:20:22.580;INEM;116.822
15:20:23.192;INEM;379.275
15:20:29.723;INEM;190.229
15:20:35.853;INEM;556.866
15:20:36.921;INEM;684.503
15:20:44.738;112;189.779
15:20:52.674;INEM;439.247
15:20:52.930;INEM;200.545
15:20:53.590;112;468.556
15:20:54.990;112;198.462
15:20:55.924;112;18.249
15:21:00.652;112;163.670
15:21:03.188;INEM;100.375
15:21:10.590;INEM;83.353
15:21:15.030;INEM;188.256
15:21:22.601;INEM;627.001
15:21:22.965;INEM;186.444
15:21:27.650;INEM;121.315
15:21:34.531;INEM;53.573
15:21:37.298;112;51.945
15:21:38.043;INEM;271.827
15:21:38.420;INEM;25.590
15:21:39.199;INEM;1842.128
15:21:42.378;INEM;423.536
15:21:45.774;INEM;332.614
15:21:46.214;112;70.820
15:21:46.228;112;16.262
15:21:52.838;112;98.117
15:22:06.038;112;36.723
15:22:07.499;INEM;174.653
15:22:10.799;INEM;94.661
15:22:13.276;112;193.227
15:22:15.411;112;153.264
15:22:16.969;INEM;618.648
15:22:19.807;112;18.602
15:22:23.179;INEM;55.164
15:22:24.271;INEM;113.067
15:22:25.668;112;163.699
15:22:28.799;INEM;347.539
15:22:29.287;INEM;468.507
15:22:29.752;112;180.562
15:22:30.512;INEM;110.669
15:22:31.304;112;67.180
15:22:31.486;INEM;418.290
15:22:37.492;INEM;1425.735
15:22:39.150;INEM;91.086
15:22:41.639;112;47.662
15:22:43.714;INEM;43.716
15:22:48.829;112;106.926
15:22:50.118;INEM;243.674
15:22:52.134;INEM;238.885
15:22:52.382;112;63.017
15:22:55.067;INEM;112.472
15:22:57.783;INEM;175.884
15:22:57.952;INEM;4.023
15:22:58.720;112;4.929
15:23:00.554;INEM;111.476
15:23:02.178;INEM;446.079
15:23:02.286;INEM;88.286
15:23:09.976;INEM;482.725
15:23:10.583;INEM;293.765
15:23:10.760;INEM;458.848
15:23:11.046;INEM;895.770
15:23:12.989;112;169.394
15:23:14.739;INEM;202.620
15:23:16.310;112;424.624
15:23:16.327;112;110.538
15:23:16.781;INEM;540.741
15:23:18.888;INEM;221.857
15:23:21.637;112;272.972
15:23:22.576;INEM;564.986
15:23:24.262;INEM;275.772
15:23:33.036;112;72.101
15:23:35.432;112;10.586
15:23:37.316;INEM;287.226
15:23:40.434;112;37.511
15:23:44.750;INEM;5.449
15:23:47.754;112;54.213
15:23:50.462;INEM;320.500
15:23:52.456;INEM;190.748
15:23:52.967;INEM;215.894
15:23:59.543;112;30.814
15:24:00.685;INEM;137.215
15:24:00.901;INEM;217.140
15:24:01.471;112;4.625
15:24:06.921;INEM;385.096
15:24:07.695;112;27.256
15:24:12.372;INEM;489.605
15:24:18.096;112;80.834
15:24:18.860;INEM;659.844
15:24:19.585;112;270.961
15:24:21.659;112;39.510
15:24:23.836;112;79.348
15:24:25.429;112;38.098
15:24:29.142;INEM;1034.579
15:24:32.350;112;123.324
15:24:33.225;INEM;72.286
15:24:33.299;INEM;231.038
15:24:35.012;INEM;4.472
15:24:35.092;INEM;335.840
15:24:35.719;INEM;576.052
15:24:35.960;112;159.285
15:24:40.650;INEM;568.873
15:24:40.846;112;47.042
15:24:45.520;INEM;931.824
15:24:50.259;INEM;55.580
15:24:52.973;INEM;31.740
15:24:53.968;INEM;208.360
15:24:54.523;INEM;447.648
15:24:55.456;INEM;257.042
15:24:56.654;INEM;4.482
15:24:56.993;INEM;190.231
15:24:59.698;112;42.869
15:25:00.104;112;30.832
15:25:00.564;INEM;237.161
15:25:11.019;INEM;255.238
15:25:11.476;INEM;364.979
15:25:13.362;112;26.067
15:25:17.717;INEM;211.203
15:25:18.451;112;28.268
15:25:20.426;INEM;207.901
15:25:21.563;112;59.628
15:25:24.512;INEM;72.509
15:25:24.522;INEM;119.344
15:25:31.977;INEM;96.463
15:25:32.700;INEM;416.080
15:25:32.926;112;8.422
15:25:37.661;INEM;442.843
15:25:39.092;INEM;188.029
15:25:39.335;112;402.327
15:25:40.865;INEM;198.733
15:25:43.460;INEM;6.684
15:25:43.720;INEM;221.984
15:25:48.358;INEM;40.081
15:25:50.075;INEM;42.212
15:25:52.562;INEM;171.068
15:25:54.643;INEM;235.732
15:25:57.974;INEM;467.525
15:26:00.651;INEM;0.006
15:26:03.182;INEM;29.769
15:26:04.793;INEM;693.353
15:26:06.312;INEM;91.445
15:26:06.551;112;39.830
15:26:07.104;112;221.001
15:26:09.087;112;24.752
15:26:11.293;INEM;130.474
15:26:17.949;112;424.561
15:26:19.412;INEM;51.203
15:26:19.475;INEM;95.185
15:26:23.566;INEM;597.796
15:26:24.997;INEM;86.830
15:26:26.693;INEM;503.698
15:26:28.098;INEM;337.510
15:26:31.503;INEM;156.118
15:26:36.541;INEM;14.254
15:26:36.713;INEM;222.358
15:26:37.790;INEM;155.180
15:26:42.470;112;10.442
15:26:43.139;INEM;360.491
15:26:43.783;INEM;19.527
15:26:44.811;INEM;791.064
15:26:52.319;INEM;309.340
15:26:54.496;112;349.237
15:26:55.042;112;52.874
15:26:58.563;INEM;314.256
15:27:01.832;INEM;421.138
15:27:03.996;INEM;249.583
15:27:09.630;INEM;2.179
15:27:14.174;112;32.481
15:27:15.283;INEM;0.349
15:27:16.816;INEM;480.852
15:27:17.395;INEM;471.353
15:27:22.580;112;40.548
15:27:25.762;INEM;550.041
15:27:25.977;INEM;110.973
15:27:29.845;INEM;60.945
15:27:32.501;INEM;1346.369
15:27:34.951;112;131.519
15:27:38.481;INEM;239.692
15:27:41.707;112;122.519
15:27:42.488;INEM;55.597
15:27:45.147;INEM;7.768
15:27:45.864;INEM;151.924
15:27:49.051;INEM;922.228
15:27:59.985;INEM;160.517
15:28:01.448;INEM;155.105
15:28:02.041;112;33.485
15:28:03.475;INEM;383.470
15:28:03.499;INEM;324.611
15:28:18.798;INEM;672.323
15:28:27.534;INEM;427.518
15:28:30.382;INEM;924.236
15:28:34.285;INEM;1.155
15:28:34.735;INEM;0.703
15:28:39.307;INEM;4.611
15:28:39.322;INEM;22.133
15:28:47.087;INEM;142.618
15:28:55.438;INEM;56.089
15:29:01.057;INEM;702.537
15:29:01.633;INEM;63.103
15:29:01.995;INEM;53.524
15:29:03.547;INEM;428.842
15:29:05.353;INEM;67.947
15:29:05.649;INEM;56.120
15:29:08.491;INEM;20.508
15:29:09.979;112;41.738
15:29:14.913;INEM;127.363
15:29:15.414;112;27.221
15:29:16.520;INEM;114.535
15:29:19.350;INEM;676.293
15:29:19.974;112;143.134
15:29:26.627;INEM;185.764
15:29:29.373;INEM;263.077
15:29:31.542;INEM;156.526
15:29:33.552;INEM;79.085
15:29:33.603;112;273.086
15:29:38.785;112;39.127
15:29:44.695;INEM;619.377
15:29:45.563;INEM;239.295
15:29:51.012;112;344.767
15:29:53.298;112;8.863
15:29:55.736;INEM;28.824
15:29:58.957;INEM;81.269
